query_id,variant,bertscore_p,bertscore_r,bertscore_f1,num_retrieved_chunk_ids,num_citations,citation_valid,topic,difficulty,model_name,context_relevance,answer_relevance,faithfulness,context_precision,context_recall
Q001,V1,0.641209602355957,0.6640106439590454,0.6524109840393066,3,2,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q001,V2,0.641209602355957,0.6640106439590454,0.6524109840393066,3,2,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q001,V3,0.6566265821456909,0.6415491700172424,0.6490002870559692,3,3,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q002,V1,0.710036039352417,0.697242021560669,0.7035808563232422,3,3,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q002,V2,0.710036039352417,0.697242021560669,0.7035808563232422,3,3,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q002,V3,0.6582726240158081,0.6646847724914551,0.6614631414413452,3,3,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q003,V1,0.6462845802307129,0.7082136869430542,0.6758334040641785,3,2,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q003,V2,0.6462845802307129,0.7082136869430542,0.6758334040641785,3,2,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q003,V3,0.7352995276451111,0.6738663911819458,0.7032439112663269,3,3,True,authentication_and_identity,basic,Gemma-2-2B-IT,,,,,
Q004,V1,0.5794563889503479,0.5159807205200195,0.5458794832229614,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q004,V2,0.5794563889503479,0.5159807205200195,0.5458794832229614,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q004,V3,0.6040565371513367,0.5809091329574585,0.5922567844390869,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q005,V1,0.4948658645153045,0.5616769790649414,0.5261589884757996,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q005,V2,0.4948658645153045,0.5616769790649414,0.5261589884757996,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q005,V3,0.5627681612968445,0.5571861267089844,0.5599632263183594,3,2,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q006,V1,0.6247408390045166,0.6170163750648499,0.6208546161651611,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q006,V2,0.6247408390045166,0.6170163750648499,0.6208546161651611,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q006,V3,0.6499961614608765,0.6323117017745972,0.6410319805145264,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q007,V1,0.5995683670043945,0.6074216365814209,0.6034694314002991,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q007,V2,0.5995683670043945,0.6074216365814209,0.6034694314002991,3,3,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q007,V3,0.645485520362854,0.6248482465744019,0.6349992752075195,3,2,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q008,V1,0.6190181970596313,0.6337310075759888,0.6262882351875305,3,1,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q008,V2,0.6190181970596313,0.6337310075759888,0.6262882351875305,3,1,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q008,V3,0.6164863705635071,0.6103351712226868,0.6133953332901001,3,2,True,authentication_and_identity,intermediate,Gemma-2-2B-IT,,,,,
Q009,V1,0.5267160534858704,0.5765489339828491,0.5505070686340332,3,3,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q009,V2,0.5044139623641968,0.5875922441482544,0.5428352355957031,3,3,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q009,V3,0.5815231800079346,0.5635858774185181,0.5724140405654907,3,2,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q010,V1,0.6065254211425781,0.5838785171508789,0.5949864983558655,3,3,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q010,V2,0.6131473779678345,0.5823784470558167,0.5973669290542603,3,2,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q010,V3,0.6204761266708374,0.5643295049667358,0.5910724997520447,3,3,True,authentication_and_identity,advanced,Gemma-2-2B-IT,,,,,
Q011,V1,0.6195095181465149,0.6864652037620544,0.6512709856033325,3,2,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q011,V2,0.6195095181465149,0.6864652037620544,0.6512709856033325,3,2,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q011,V3,0.6150815486907959,0.677726149559021,0.6448860764503479,3,3,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q012,V1,0.5857406258583069,0.5998865365982056,0.5927291512489319,3,2,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q012,V2,0.5857406258583069,0.5998865365982056,0.5927291512489319,3,2,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q012,V3,0.6740192174911499,0.6423628330230713,0.657810389995575,3,3,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q013,V1,0.6836917400360107,0.6090517640113831,0.6442170143127441,3,3,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q013,V2,0.6836917400360107,0.6090517640113831,0.6442170143127441,3,3,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q013,V3,0.7108728289604187,0.6040046215057373,0.6530957818031311,3,3,True,rbac_and_service_accounts,basic,Gemma-2-2B-IT,,,,,
Q014,V1,0.6359329223632812,0.6261870265007019,0.6310223340988159,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q014,V2,0.6359329223632812,0.6261870265007019,0.6310223340988159,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q014,V3,0.6667659282684326,0.6320663690567017,0.6489526629447937,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q015,V1,0.6555555462837219,0.5994603633880615,0.6262543201446533,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q015,V2,0.6555555462837219,0.5994603633880615,0.6262543201446533,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q015,V3,0.6610485911369324,0.6036540269851685,0.6310489773750305,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q016,V1,0.5234110355377197,0.587443470954895,0.5535817742347717,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q016,V2,0.5234110355377197,0.587443470954895,0.5535817742347717,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q016,V3,0.6054959297180176,0.591360330581665,0.598344624042511,3,2,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q017,V1,0.5664119124412537,0.6242691278457642,0.5939348340034485,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q017,V2,0.5664119124412537,0.6242691278457642,0.5939348340034485,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q017,V3,0.5363396406173706,0.5815272331237793,0.5580201148986816,3,3,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q018,V1,0.645622968673706,0.6817570924758911,0.6631982326507568,3,2,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q018,V2,0.6422033309936523,0.6804930567741394,0.6607939600944519,3,2,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q018,V3,0.6321486234664917,0.6543704271316528,0.6430675983428955,3,2,True,rbac_and_service_accounts,intermediate,Gemma-2-2B-IT,,,,,
Q019,V1,0.5743395090103149,0.6221325397491455,0.5972815155982971,3,3,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q019,V2,0.5743395090103149,0.6221325397491455,0.5972815155982971,3,3,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q019,V3,0.5732898116111755,0.620491623878479,0.5959575772285461,3,2,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q020,V1,0.6222516298294067,0.6338815689086914,0.6280127167701721,3,3,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q020,V2,0.6222516298294067,0.6338815689086914,0.6280127167701721,3,3,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q020,V3,0.6742186546325684,0.6567475199699402,0.665368378162384,3,1,True,rbac_and_service_accounts,advanced,Gemma-2-2B-IT,,,,,
Q021,V1,0.6716852188110352,0.6628022193908691,0.6672141551971436,3,2,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q021,V2,0.6716852188110352,0.6628022193908691,0.6672141551971436,3,2,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q021,V3,0.674769401550293,0.672087550163269,0.6734257936477661,3,3,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q022,V1,0.6307636499404907,0.6497071981430054,0.6400952935218811,3,1,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q022,V2,0.6072263121604919,0.6039021611213684,0.6055596470832825,3,3,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q022,V3,0.6204462647438049,0.5849463939666748,0.6021735668182373,3,3,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q023,V1,0.6553552150726318,0.70171058177948,0.6777411699295044,3,2,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q023,V2,0.6351618766784668,0.6970133781433105,0.6646518111228943,3,2,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q023,V3,0.6157816648483276,0.6756761074066162,0.6443400382995605,3,3,True,pod_security_and_admission_control,basic,Gemma-2-2B-IT,,,,,
Q024,V1,0.5617053508758545,0.5605676770210266,0.56113600730896,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q024,V2,0.5617053508758545,0.5605676770210266,0.56113600730896,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q024,V3,0.5104197263717651,0.5280141830444336,0.5190679430961609,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q025,V1,0.6614197492599487,0.6170381307601929,0.6384585499763489,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q025,V2,0.6344128847122192,0.6447111368179321,0.6395205855369568,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q025,V3,0.5916240215301514,0.5844683647155762,0.5880244374275208,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q026,V1,0.5656572580337524,0.5337302088737488,0.54923015832901,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q026,V2,0.5656572580337524,0.5337302088737488,0.54923015832901,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q026,V3,0.5560815334320068,0.5557305216789246,0.5559059381484985,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q027,V1,0.5958895683288574,0.6042991876602173,0.6000649333000183,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q027,V2,0.5648007392883301,0.597975492477417,0.5809148550033569,3,2,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q027,V3,0.5972831845283508,0.5693740844726562,0.5829948782920837,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q028,V1,0.6231871843338013,0.6621776819229126,0.6420910954475403,3,2,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q028,V2,0.6231871843338013,0.6621776819229126,0.6420910954475403,3,2,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q028,V3,0.4642288386821747,0.5998122692108154,0.523382306098938,3,3,True,pod_security_and_admission_control,intermediate,Gemma-2-2B-IT,,,,,
Q029,V1,0.5922994017601013,0.5937377214431763,0.5930177569389343,3,3,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q029,V2,0.6829589605331421,0.6267992258071899,0.6536750793457031,3,2,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q029,V3,0.5733534693717957,0.5778513550758362,0.5755935907363892,3,3,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q030,V1,0.5156436562538147,0.5734254717826843,0.5430017113685608,3,3,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q030,V2,0.5156436562538147,0.5734254717826843,0.5430017113685608,3,3,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q030,V3,0.5099467039108276,0.5529252886772156,0.5305670499801636,3,3,True,pod_security_and_admission_control,advanced,Gemma-2-2B-IT,,,,,
Q031,V1,0.6205084323883057,0.6242676377296448,0.622382402420044,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q031,V2,0.6574243307113647,0.6551347970962524,0.6562775373458862,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q031,V3,0.5938877463340759,0.6159094572067261,0.6046981811523438,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q032,V1,0.6227625608444214,0.6031216979026794,0.6127848029136658,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q032,V2,0.6227625608444214,0.6031216979026794,0.6127848029136658,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q032,V3,0.60662841796875,0.6040558815002441,0.6053394079208374,3,3,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q033,V1,0.5410348176956177,0.6148183941841125,0.575571596622467,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q033,V2,0.5645447969436646,0.6265518665313721,0.5939342975616455,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q033,V3,0.6313523054122925,0.6657893657684326,0.6481137275695801,3,2,True,secrets_handling,basic,Gemma-2-2B-IT,,,,,
Q034,V1,0.5722783803939819,0.5874143838882446,0.5797476172447205,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q034,V2,0.5722783803939819,0.5874143838882446,0.5797476172447205,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q034,V3,0.6109668016433716,0.6003051996231079,0.6055890917778015,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q035,V1,0.6714502573013306,0.6695812940597534,0.6705144643783569,3,2,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q035,V2,0.6714502573013306,0.6695812940597534,0.6705144643783569,3,2,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q035,V3,0.6616495251655579,0.6524546146392822,0.6570199728012085,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q036,V1,0.6667643189430237,0.5984670519828796,0.6307723522186279,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q036,V2,0.6667643189430237,0.5984670519828796,0.6307723522186279,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q036,V3,0.6667643189430237,0.5984670519828796,0.6307723522186279,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q037,V1,0.5901399850845337,0.5975919961929321,0.5938425660133362,3,2,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q037,V2,0.5901399850845337,0.5975919961929321,0.5938425660133362,3,2,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q037,V3,0.5358524918556213,0.5578217506408691,0.5466164946556091,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q038,V1,0.5594751238822937,0.5840358734130859,0.5714917182922363,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q038,V2,0.5594751238822937,0.5840358734130859,0.5714917182922363,3,3,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q038,V3,0.5477257966995239,0.5757785439491272,0.5614019632339478,3,2,True,secrets_handling,intermediate,Gemma-2-2B-IT,,,,,
Q039,V1,0.5623875856399536,0.5741167068481445,0.5681915879249573,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q039,V2,0.5623875856399536,0.5741167068481445,0.5681915879249573,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q039,V3,0.563395619392395,0.5758506059646606,0.5695550441741943,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q040,V1,0.6061793565750122,0.6390360593795776,0.6221742033958435,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q040,V2,0.6061793565750122,0.6390360593795776,0.6221742033958435,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q040,V3,0.6423530578613281,0.6436105370521545,0.642981231212616,3,3,True,secrets_handling,advanced,Gemma-2-2B-IT,,,,,
Q041,V1,0.7252844572067261,0.6332367658615112,0.6761422753334045,3,3,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q041,V2,0.7233050465583801,0.6860803365707397,0.7042011022567749,3,3,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q041,V3,0.6992580890655518,0.6949489712715149,0.6970968842506409,3,3,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q042,V1,0.6071078777313232,0.6557471752166748,0.6304908394813538,3,3,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q042,V2,0.6071078777313232,0.6557471752166748,0.6304908394813538,3,3,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q042,V3,0.5823084712028503,0.6172120571136475,0.5992524027824402,3,2,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q043,V1,0.559505045413971,0.6010802388191223,0.5795480012893677,3,2,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q043,V2,0.559505045413971,0.6010802388191223,0.5795480012893677,3,2,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q043,V3,0.6267529726028442,0.6730324625968933,0.6490688920021057,3,2,True,network_policy_and_traffic_isolation,basic,Gemma-2-2B-IT,,,,,
Q044,V1,0.568848729133606,0.6009277701377869,0.5844483971595764,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q044,V2,0.5575062036514282,0.5722340941429138,0.5647741556167603,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q044,V3,0.5771511793136597,0.5734374523162842,0.5752882957458496,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q045,V1,0.5932962894439697,0.6541739106178284,0.6222496628761292,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q045,V2,0.5932962894439697,0.6541739106178284,0.6222496628761292,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q045,V3,0.6063939929008484,0.6201384663581848,0.6131892204284668,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q046,V1,0.6349387764930725,0.6682550311088562,0.6511710286140442,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q046,V2,0.6349387764930725,0.6682550311088562,0.6511710286140442,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q046,V3,0.6349387764930725,0.6682550311088562,0.6511710286140442,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q047,V1,0.5744794011116028,0.6078570485115051,0.5906971096992493,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q047,V2,0.5744794011116028,0.6078570485115051,0.5906971096992493,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q047,V3,0.5556656122207642,0.6084495782852173,0.5808609127998352,3,2,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q048,V1,0.5729342699050903,0.5999863147735596,0.5861483216285706,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q048,V2,0.5729342699050903,0.5999863147735596,0.5861483216285706,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q048,V3,0.5994105935096741,0.6241001486778259,0.6115062832832336,3,3,True,network_policy_and_traffic_isolation,intermediate,Gemma-2-2B-IT,,,,,
Q049,V1,0.5730305314064026,0.5463439226150513,0.5593690872192383,3,3,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q049,V2,0.5730305314064026,0.5463439226150513,0.5593690872192383,3,3,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q049,V3,0.5693795680999756,0.5788916945457458,0.5740962028503418,3,2,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q050,V1,0.5692049264907837,0.6642931699752808,0.6130839586257935,3,3,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q050,V2,0.5692049264907837,0.6642931699752808,0.6130839586257935,3,3,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q050,V3,0.6003490686416626,0.6159138083457947,0.6080318689346313,3,1,True,network_policy_and_traffic_isolation,advanced,Gemma-2-2B-IT,,,,,
Q051,V1,0.5944656133651733,0.6348518133163452,0.6139953136444092,3,3,True,etcd_and_data_protection,basic,Gemma-2-2B-IT,,,,,
